loan_id,origination_date,sector,region,years_trading,turnover_gbp,employees,ebitda_margin,leverage,interest_coverage,loan_amount_gbp,term_months,secured,ltv,bureau_score,days_past_due,default_12m,lgd,ead_gbp,boe_base_rate,uk_unemployment_rate,uk_gdp_yoy,pd_raw,pd_calibrated,stage,ecl_horizon_m,pd_lifetime,pd_for_ecl,ecl
UKSME-104236,2021-11-11,Technology,East of England,6.4,826007.0,10,0.1376,2.33,6.14,47891.0,60,1,0.874,726,5,0,0.212,39600.0,5.25,4.3,0.6,0.11561579916161954,0.11696709322637257,Stage 1,12,0.11696709322637255,0.11696709322637257,1125.8195947184604
UKSME-104237,2023-06-03,Professional Services,London,1.4,535937.0,5,0.1141,2.73,5.23,107381.0,84,0,0.0,609,0,0,0.581,95006.0,5.25,4.3,0.6,0.1756782408152928,0.17773153254394403,Stage 2,60,0.6241035876138831,0.6241035876138831,39496.435608970816
UKSME-104238,2022-02-19,Wholesale,South West,6.6,457291.0,4,0.0401,17.76,0.8,84866.0,12,0,0.0,566,0,0,0.482,79449.0,5.25,4.3,0.6,0.2881920193302574,0.29156034933406405,Stage 2,12,0.29156034933406405,0.29156034933406405,12800.826004454684
UKSME-104239,2023-12-28,Technology,North West,4.3,3175493.0,29,0.0436,0.23,62.26,109413.0,36,0,0.0,793,0,0,0.54,83911.0,5.25,4.3,0.6,0.0001331576303728214,0.001,Stage 1,12,0.0010000000000000009,0.001,51.95013921
UKSME-104240,2023-06-11,Manufacturing,London,13.8,114088.0,1,-0.0049,19.48,-0.41,17447.0,48,0,0.0,861,0,0,0.705,15223.0,5.25,4.3,0.6,0.20501966353963194,0.20741589187959686,Stage 2,48,0.605377866096866,0.605377866096866,7448.862568518518
UKSME-104241,2024-06-17,Professional Services,South West,6.8,542972.0,4,0.0596,3.85,3.71,140591.0,24,1,0.694,671,0,0,0.295,128561.0,5.25,4.3,0.6,0.1540281175847461,0.15582836705416672,Stage 2,24,0.2873742541295653,0.2873742541295653,12495.486625904074
UKSME-104242,2022-10-29,Professional Services,North East,9.5,1377693.0,8,0.2067,1.4,10.18,37486.0,36,0,0.0,611,0,0,0.686,36614.0,5.25,4.3,0.6,0.09323179198122476,0.09432146629964905,Stage 1,12,0.09432146629964899,0.09432146629964905,2716.163416934326
UKSME-104243,2023-10-12,Construction,East Midlands,12.7,279605.0,2,0.0313,5.71,2.5,113626.0,36,0,0.0,646,0,0,0.645,107610.0,5.25,4.3,0.6,0.21531194958446154,0.21782847208098613,Stage 2,36,0.521473482653906,0.521473482653906,41497.184737661046
UKSME-104244,2022-02-17,Construction,West Midlands,11.0,1510600.0,12,0.0363,12.63,1.13,309032.0,36,0,0.0,799,0,0,0.645,279918.0,5.25,4.3,0.6,0.21751388535154326,0.22005614362773293,Stage 2,36,0.525550465973585,0.525550465973585,108787.50729701934
UKSME-104245,2023-10-28,Construction,West Midlands,6.8,576547.0,3,0.1661,1.8,7.95,90609.0,120,0,0.0,703,5,0,0.688,84945.0,5.25,4.3,0.6,0.1298128444838302,0.13133007074141542,Stage 1,12,0.13133007074141545,0.13133007074141542,8799.631712618502
UKSME-104246,2023-08-30,Wholesale,East Midlands,25.2,4637341.0,28,0.135,1.71,8.34,186378.0,72,1,0.579,734,0,0,0.158,157502.0,5.25,4.3,0.6,0.08205596337725297,0.08301501687247875,Stage 1,12,0.08301501687247881,0.08301501687247875,2368.502674512851
UKSME-104247,2021-07-01,Construction,South East,19.1,6039159.0,38,0.0694,7.89,1.81,193299.0,36,0,0.0,779,0,0,0.652,149312.0,5.25,4.3,0.6,0.19043447107747016,0.19266023063937607,Stage 2,36,0.47377795410373325,0.47377795410373325,52879.97191085452
UKSME-104248,2022-09-12,Transport,South West,7.7,741615.0,6,0.1371,2.73,5.23,18515.0,60,0,0.0,593,0,0,0.511,16922.0,5.25,4.3,0.6,0.18414788490037354,0.18630016811518613,Stage 2,60,0.6432851976451046,0.6432851976451046,6377.496193538705
UKSME-104249,2022-01-04,Construction,South East,20.6,4537180.0,26,0.0892,5.04,2.84,265831.0,72,1,0.611,753,0,0,0.345,237277.0,5.25,4.3,0.6,0.15424203356781974,0.1560447832439628,Stage 2,60,0.5718489531881501,0.5718489531881501,53669.81858862736
UKSME-104250,2021-02-06,Professional Services,London,6.0,251064.0,1,0.2304,0.83,17.3,44934.0,60,1,0.771,706,0,0,0.106,43100.0,5.25,4.3,0.6,0.030624965709604955,0.030982904111594496,Stage 1,12,0.030982904111594545,0.030982904111594496,162.2853503478304
UKSME-104251,2022-02-19,Healthcare,South West,5.6,832041.0,5,0.1823,1.5,9.5,375379.0,72,0,0.0,620,0,0,0.543,298468.0,5.25,4.3,0.6,0.10647992691508006,0.10772444275373758,Stage 1,12,0.1077244427537376,0.10772444275373758,20016.39765373904
UKSME-104252,2024-03-21,Retail,West Midlands,17.3,4164501.0,33,0.044,10.51,1.36,66083.0,48,0,0.0,623,0,0,0.334,65526.0,5.25,4.3,0.6,0.2494949285880443,0.252410974825944,Stage 2,48,0.6876426938298441,0.6876426938298441,17254.286949921785
UKSME-104253,2021-10-07,Retail,North West,6.4,1063345.0,7,0.0647,3.11,4.59,452396.0,72,1,0.971,854,0,1,0.303,437412.0,5.25,4.3,0.6,0.13531054994006694,0.1368920322665168,Stage 3,60,0.5210109018080682,0.5210109018080682,79168.8235976563
UKSME-104254,2022-07-18,Wholesale,Scotland,19.0,968175.0,8,0.1132,4.57,3.13,71019.0,60,1,0.53,568,35,0,0.129,67782.0,5.25,4.3,0.6,0.28052453492205237,0.28380324891967706,Stage 2,60,0.8115649302120302,0.8115649302120302,7672.127301693559
UKSME-104255,2021-04-02,Manufacturing,North West,6.2,256199.0,3,0.0635,3.81,3.75,54602.0,60,1,0.715,579,0,0,0.178,47037.0,5.25,4.3,0.6,0.17390898583597564,0.17594159887045252,Stage 2,60,0.6199944351910543,0.6199944351910543,5951.431888833753
UKSME-104256,2021-05-15,Wholesale,London,26.7,1826668.0,10,0.1507,4.39,3.25,61023.0,36,0,0.0,712,0,0,0.534,50791.0,5.25,4.3,0.6,0.16370880263498985,0.16562219799230812,Stage 2,36,0.4191175914649271,0.4191175914649271,13032.80716168106
UKSME-104257,2024-03-08,Hospitality,North East,6.6,206935.0,2,0.1199,1.7,8.41,174546.0,12,0,0.0,489,15,0,0.678,167944.0,5.25,4.3,0.6,0.1969594230675904,0.19926144494797685,Stage 2,12,0.19926144494797682,0.19926144494797682,26013.064691600608
UKSME-104258,2021-10-02,Technology,East of England,20.0,3904423.0,22,0.0324,6.44,2.22,21648.0,36,1,0.792,584,0,0,0.473,18362.0,5.25,4.3,0.6,0.17598371605970933,0.17804057812120178,Stage 2,36,0.4446700019013292,0.4446700019013292,4427.851173106728
UKSME-104259,2024-06-04,Wholesale,London,7.3,735192.0,6,0.132,1.27,11.28,20017.0,36,0,0.0,685,0,0,0.944,17662.0,5.25,4.3,0.6,0.08212159306067604,0.08308141362236093,Stage 1,12,0.08308141362236099,0.08308141362236093,1517.5038928223496
UKSME-104260,2021-07-03,Healthcare,Wales,8.2,479992.0,6,0.1175,1.63,8.75,65497.0,48,0,0.0,626,35,0,0.576,54351.0,5.25,4.3,0.6,0.1655152667333586,0.1674497756775051,Stage 2,48,0.51955711227176,0.51955711227176,18648.21964626029
UKSME-104261,2022-09-29,Real Estate,West Midlands,9.2,797963.0,4,0.1146,0.94,15.21,45845.0,60,1,0.659,587,0,0,0.305,41472.0,5.25,4.3,0.6,0.04876181932835344,0.049331737605291116,Stage 1,12,0.04933173760529108,0.049331737605291116,715.4104689398472
UKSME-104262,2021-12-08,Transport,London,4.9,333992.0,2,0.1261,2.99,4.77,58437.0,48,1,0.426,548,0,0,0.269,53202.0,5.25,4.3,0.6,0.18315309231730395,0.18529374859771042,Stage 2,48,0.5594408809979363,0.5594408809979363,9179.277453439705
UKSME-104263,2023-12-22,Hospitality,North West,8.5,1172442.0,8,0.0166,14.45,0.99,257368.0,84,1,0.792,733,0,1,0.233,194362.0,5.25,4.3,0.6,0.22230095464572427,0.22489916321911982,Stage 3,60,0.7202365153882933,0.7202365153882933,36792.81394682965
UKSME-104264,2022-11-25,Professional Services,London,12.1,1033400.0,5,0.2056,0.05,212.5,68469.0,12,0,0.0,805,0,0,0.622,53789.0,5.25,4.3,0.6,1.0073921985632463e-12,0.001,Stage 1,12,0.0010000000000000009,0.001,38.358173047
UKSME-104265,2023-09-12,Wholesale,London,6.1,954386.0,7,0.1741,1.73,8.28,35018.0,120,0,0.0,687,0,0,0.512,31956.0,5.25,4.3,0.6,0.11901659894699897,0.12040764087146251,Stage 1,12,0.1204076408714625,0.12040764087146251,2258.658019553697
UKSME-104266,2021-07-12,Transport,North East,10.0,964956.0,9,0.1213,3.82,3.74,29712.0,12,0,0.0,609,0,0,0.731,28542.0,5.25,4.3,0.6,0.203869317486627,0.2062521008147068,Stage 2,12,0.2062521008147068,0.2062521008147068,4933.71681924064
UKSME-104267,2023-05-02,Manufacturing,South West,8.6,9734500.0,70,0.1351,0.44,32.38,32201.0,36,0,0.0,604,0,0,0.568,31034.0,5.25,4.3,0.6,0.006785855146435994,0.006865166848211582,Stage 1,12,0.00686516684821159,0.006865166848211582,138.74305312742533
UKSME-104268,2022-05-30,Retail,North East,7.6,1507755.0,18,0.1074,0.18,80.38,70956.0,36,1,0.529,683,0,0,0.235,58124.0,5.25,4.3,0.6,1.5676551151436847e-05,0.001,Stage 1,12,0.0010000000000000009,0.001,15.660204009999998
UKSME-104269,2022-08-08,Healthcare,London,12.7,1037922.0,10,0.1017,6.78,2.11,82318.0,36,1,0.559,816,0,1,0.099,78453.0,5.25,4.3,0.6,0.1361267234235479,0.13771774502051298,Stage 3,36,0.3588666823494586,0.3588666823494586,3195.596588333502
UKSME-104270,2024-06-05,Hospitality,London,8.1,576357.0,4,0.1316,1.71,8.36,28211.0,48,1,0.663,559,35,1,0.278,23204.0,5.25,4.3,0.6,0.19387744994058348,0.19614345034272515,Stage 3,48,0.5824444903089246,0.5824444903089246,4307.6087765947195
UKSME-104271,2022-03-23,Professional Services,North West,8.4,387686.0,3,0.2426,1.44,9.95,13444.0,12,1,0.533,682,0,0,0.306,12096.0,5.25,4.3,0.6,0.07344375851313373,0.07430215430066116,Stage 1,12,0.07430215430066112,0.07430215430066116,315.3106715409099
UKSME-104272,2021-10-30,Technology,Scotland,3.1,714003.0,6,0.1563,0.06,111.57,327147.0,36,0,0.0,713,0,0,0.714,267814.0,5.25,4.3,0.6,3.630695635530767e-07,0.001,Stage 1,12,0.0010000000000000009,0.001,219.232808214
UKSME-104273,2021-02-21,Wholesale,South West,11.0,252453.0,2,0.0348,15.22,0.94,66885.0,12,0,0.0,699,0,0,0.377,62884.0,5.25,4.3,0.6,0.23619420505410124,0.23895479512685158,Stage 2,12,0.23895479512685158,0.23895479512685158,6494.882794363119
UKSME-104274,2021-03-18,Hospitality,Wales,8.1,1062307.0,9,0.0589,6.23,2.29,52783.0,36,1,0.62,653,0,0,0.311,52152.0,5.25,4.3,0.6,0.20540030841461326,0.20780098565485022,Stage 2,36,0.5028323142839876,0.5028323142839876,9350.365677860536
UKSME-104275,2023-11-23,Transport,West Midlands,3.2,978422.0,13,-0.0341,156.12,-3.05,59374.0,72,1,0.512,760,0,1,0.205,58787.0,5.25,4.3,0.6,0.3317865991497251,0.33566445378072474,Stage 3,60,0.870599053482487,0.870599053482487,11080.37372064856
UKSME-104276,2022-10-03,Real Estate,Wales,5.0,1140873.0,8,0.1709,2.78,5.13,107387.0,24,0,0.0,619,0,1,0.664,83352.0,5.25,4.3,0.6,0.17664674647682468,0.1787113579036625,Stage 3,24,0.3254849663635542,0.3254849663635542,20653.283070455822
UKSME-104277,2022-08-20,Healthcare,West Midlands,4.2,1071482.0,7,0.0784,2.36,6.06,79490.0,84,0,0.0,761,0,0,0.449,77958.0,5.25,4.3,0.6,0.12103447130086352,0.12244909770906527,Stage 1,12,0.12244909770906531,0.12244909770906527,4914.0172670725415
UKSME-104278,2023-08-19,Real Estate,West Midlands,3.5,3052174.0,30,0.1286,4.66,3.06,126835.0,48,1,0.847,674,0,0,0.116,116566.0,5.25,4.3,0.6,0.17632964569304532,0.17839055091009037,Stage 2,48,0.5443181810030349,0.5443181810030349,8438.335386585848
UKSME-104279,2022-07-11,Hospitality,South East,13.4,1275314.0,11,0.1608,2.42,5.91,100281.0,48,1,0.43,608,0,0,0.295,82464.0,5.25,4.3,0.6,0.14790358359645317,0.1496322507519706,Stage 1,12,0.14963225075197062,0.1496322507519706,4173.358379070458
UKSME-104280,2022-10-15,Real Estate,West Midlands,8.0,2800694.0,18,0.1053,2.25,6.36,441832.0,24,0,0.0,817,0,0,0.532,394731.0,5.25,4.3,0.6,0.12692854724539968,0.12841206242052436,Stage 1,12,0.1284120624205244,0.12841206242052436,30916.672635150462
UKSME-104281,2021-11-17,Technology,Wales,14.6,8527145.0,71,0.0722,5.93,2.41,47278.0,84,1,0.371,576,0,0,0.213,37737.0,5.25,4.3,0.6,0.19093617407484376,0.19316779743985904,Stage 2,60,0.658086602898003,0.658086602898003,6064.626845379427
UKSME-104282,2023-06-28,Construction,South East,5.7,408565.0,2,0.2339,0.81,17.66,46109.0,72,1,0.686,499,0,0,0.23,45578.0,5.25,4.3,0.6,0.04400996060589167,0.04452434011966056,Stage 1,12,0.044524340119660555,0.04452434011966056,535.1242729650447
UKSME-104283,2023-10-28,Retail,London,9.4,2688375.0,17,0.182,0.05,259.96,170750.0,36,1,0.576,869,0,0,0.259,158739.0,5.25,4.3,0.6,2.6743605566381184e-15,0.001,Stage 1,12,0.0010000000000000009,0.001,47.136514246500006
UKSME-104284,2022-05-03,Construction,Yorkshire,11.1,229407.0,1,0.1593,3.3,4.32,20078.0,36,0,0.0,662,0,0,0.328,19688.0,5.25,4.3,0.6,0.174194252727776,0.17623019990395805,Stage 2,36,0.4409925456459547,0.4409925456459547,3264.981703327172
UKSME-104285,2022-09-17,Hospitality,West Midlands,5.0,1528710.0,8,0.1265,2.32,6.17,251733.0,48,0,0.0,642,0,0,0.727,192738.0,5.25,4.3,0.6,0.17558362333184074,0.17763580919049204,Stage 2,48,0.5426414901244544,0.5426414901244544,87174.36944092189
UKSME-104286,2022-05-25,Technology,South East,8.8,262178.0,2,0.0701,2.93,4.87,16909.0,120,0,0.0,734,15,0,0.633,16276.0,5.25,4.3,0.6,0.17671864148822208,0.17878409320940453,Stage 2,60,0.6265033035267645,0.6265033035267645,7400.291304771919
UKSME-104287,2023-11-03,Healthcare,Scotland,10.9,698822.0,7,0.0996,6.21,2.3,37657.0,48,0,0.0,736,0,0,0.59,32995.0,5.25,4.3,0.6,0.17319798972454248,0.1752222927803451,Stage 2,48,0.5372486910944498,0.5372486910944498,11990.838936803844
UKSME-104288,2024-04-24,Hospitality,North East,3.5,1837176.0,20,0.0668,9.89,1.44,1329553.0,72,0,0.0,679,0,1,0.537,1050870.0,5.25,4.3,0.6,0.3351698839728168,0.33908728175219205,Stage 3,60,0.8738984146972708,0.8738984146972708,520175.57823305833
UKSME-104289,2022-10-28,Construction,South East,4.6,643868.0,6,0.0738,2.59,5.52,43308.0,60,1,0.598,702,0,0,0.263,32974.0,5.25,4.3,0.6,0.13332747611621645,0.13488578067710516,Stage 1,12,0.1348857806771051,0.13488578067710516,1341.1199130622254
UKSME-104290,2023-09-26,Technology,East of England,6.4,2643699.0,29,0.1017,4.0,3.57,48572.0,60,0,0.0,693,0,0,0.622,42504.0,5.25,4.3,0.6,0.17702180345404225,0.1790907984709338,Stage 2,60,0.6272002448965828,0.6272002448965828,19010.803193939864
UKSME-104291,2022-09-10,Wholesale,South West,9.6,287802.0,1,-0.0032,122.4,-0.11,65528.0,72,1,0.341,784,0,1,0.05,65518.0,5.25,4.3,0.6,0.23056947671803635,0.23326432610420675,Stage 3,60,0.7350106922098407,0.7350106922098407,2695.93501618317
UKSME-104292,2024-06-19,Technology,South East,3.5,1524016.0,12,0.1755,1.88,7.6,71290.0,72,0,0.0,605,0,0,0.528,65147.0,5.25,4.3,0.6,0.13415323983771782,0.13572119575788305,Stage 1,12,0.135721195757883,0.13572119575788305,5352.418711439973
UKSME-104293,2022-08-23,Real Estate,South West,13.4,1490768.0,13,0.1692,1.03,13.88,101951.0,120,1,0.466,740,5,0,0.466,80622.0,5.25,4.3,0.6,0.04979324635879873,0.050375219746150154,Stage 1,12,0.05037521974615011,0.050375219746150154,2169.8539194537334
UKSME-104294,2024-04-27,Technology,Wales,10.2,33340.0,1,0.1349,5.24,2.72,37419.0,48,1,0.648,696,0,0,0.345,28307.0,5.25,4.3,0.6,0.1592251085047911,0.16108609935242957,Stage 2,48,0.5046985920211575,0.5046985920211575,5650.9191304170035
UKSME-104295,2021-08-04,Retail,London,23.8,1499718.0,9,0.0931,3.37,4.23,49053.0,36,0,0.0,723,35,0,0.665,42422.0,5.25,4.3,0.6,0.2423384118816044,0.2451708142004217,Stage 2,36,0.5699231640117527,0.5699231640117527,18433.302614340326
UKSME-104296,2022-01-26,Professional Services,South East,8.7,611812.0,7,0.0566,10.45,1.37,83566.0,36,0,0.0,722,5,0,0.68,77922.0,5.25,4.3,0.6,0.22302953684322085,0.2256362609379059,Stage 2,36,0.5356611467100094,0.5356611467100094,32541.17342227904
UKSME-104297,2022-03-15,Wholesale,West Midlands,6.3,1485508.0,8,0.1286,2.67,5.34,173214.0,60,1,1.2,718,0,1,0.301,144213.0,5.25,4.3,0.6,0.12984318306393017,0.1313607639127003,Stage 3,60,0.5054647969654928,0.5054647969654928,25155.669522245495
UKSME-104298,2023-12-29,Transport,North West,7.3,288321.0,2,0.1183,2.67,5.36,17849.0,72,0,0.0,699,0,1,0.453,13704.0,5.25,4.3,0.6,0.1598944239369155,0.16176323760788291,Stage 3,60,0.5861589965610009,0.5861589965610009,4171.911106817539
UKSME-104299,2024-04-18,Transport,Scotland,3.1,2821390.0,19,0.1474,1.82,7.83,271767.0,84,0,0.0,579,0,0,0.363,229441.0,5.25,4.3,0.6,0.15888656148360378,0.1607435954621665,Stage 2,60,0.583635857656862,0.583635857656862,55730.59468779518
UKSME-104300,2021-10-22,Retail,North West,13.2,4088700.0,44,0.1135,7.03,2.03,152036.0,24,0,0.0,600,0,0,0.696,131744.0,5.25,4.3,0.6,0.2502841944441979,0.2532094654617096,Stage 2,24,0.44230389752401456,0.44230389752401456,46498.06821912389
UKSME-104301,2023-05-24,Real Estate,London,7.1,628143.0,4,0.0642,2.19,6.51,43542.0,24,1,0.672,805,0,0,0.237,38778.0,5.25,4.3,0.6,0.09791368290036853,0.09905807821243501,Stage 1,12,0.09905807821243506,0.09905807821243501,1043.7529345558712
UKSME-104302,2022-11-20,Professional Services,London,10.3,8706016.0,64,0.1208,6.65,2.15,180310.0,36,0,0.0,582,0,0,0.308,154591.0,5.25,4.3,0.6,0.23151453181755208,0.23422042681648564,Stage 2,36,0.5509328026269302,0.5509328026269302,30075.136919340308
UKSME-104303,2021-06-21,Retail,West Midlands,16.7,414942.0,2,0.0871,1.18,12.15,28276.0,36,1,0.818,673,65,0,0.279,21979.0,5.25,4.3,0.6,0.15225584734993997,0.15403538288349025,Stage 2,36,0.3945802331101196,0.3945802331101196,2774.096193342386
UKSME-104304,2022-02-11,Healthcare,North West,11.7,11786394.0,110,0.1854,2.08,6.87,101021.0,84,1,0.977,790,0,0,0.219,78541.0,5.25,4.3,0.6,0.0826171851521366,0.0835827980938992,Stage 1,12,0.08358279809389924,0.0835827980938992,1648.2819633098425
UKSME-104305,2021-08-31,Real Estate,Wales,15.4,905830.0,5,0.1103,4.14,3.45,87816.0,72,1,0.376,819,0,1,0.316,75527.0,5.25,4.3,0.6,0.1317571176538382,0.13329706818279413,Stage 3,60,0.5109521788657991,0.5109521788657991,13981.17370863007
UKSME-104306,2024-06-08,Technology,London,22.0,992454.0,8,0.0213,17.03,0.84,64479.0,72,1,0.358,730,0,0,0.294,49465.0,5.25,4.3,0.6,0.17606318794331752,0.17812097885610376,Stage 2,60,0.6249929131437842,0.6249929131437842,10420.64247368336
UKSME-104307,2022-04-19,Healthcare,West Midlands,2.4,873923.0,10,0.1839,1.92,7.43,103326.0,24,0,0.0,764,0,0,0.334,86367.0,5.25,4.3,0.6,0.10401326760668297,0.1052289536304936,Stage 1,12,0.10522895363049356,0.1052289536304936,3480.195268308818
UKSME-104308,2022-09-17,Transport,North West,11.0,1076030.0,10,0.0758,3.56,4.01,10010.0,48,1,0.488,730,0,0,0.256,8064.0,5.25,4.3,0.6,0.14734585444240691,0.1490680029724331,Stage 1,12,0.14906800297243317,0.1490680029724331,352.81657268461095
UKSME-104309,2024-06-11,Technology,East of England,5.7,572041.0,4,0.1496,2.69,5.31,11936.0,72,1,0.779,719,15,0,0.112,9255.0,5.25,4.3,0.6,0.1472793473714313,0.14900071858027022,Stage 1,12,0.1490007185802702,0.14900071858027022,177.0748439323192
UKSME-104310,2022-02-21,Technology,Yorkshire,4.4,135858.0,1,0.0865,6.59,2.17,36033.0,36,0,0.0,707,0,0,0.695,29834.0,5.25,4.3,0.6,0.20177559036421885,0.20413390263337555,Stage 2,36,0.49589614973860985,0.49589614973860985,11788.56887960148
UKSME-104311,2021-11-11,Transport,London,5.9,2928418.0,16,0.0951,3.52,4.06,81080.0,60,1,0.623,727,35,0,0.05,77721.0,5.25,4.3,0.6,0.24029416322856856,0.2431026727828004,Stage 2,60,0.7515809719701401,0.7515809719701401,3243.8796995026264
UKSME-104312,2022-07-02,Transport,East of England,11.4,907503.0,6,0.0837,5.6,2.55,28609.0,72,1,0.905,830,0,1,0.141,26849.0,5.25,4.3,0.6,0.1476164846402385,0.1493417962412526,Stage 3,60,0.5545740924725842,0.5545740924725842,2407.026456530697
UKSME-104313,2021-04-03,Construction,East Midlands,22.5,318836.0,2,0.0534,7.19,1.99,315531.0,60,0,0.0,693,0,0,0.881,262265.0,5.25,4.3,0.6,0.20944475393835196,0.21189270183944214,Stage 2,60,0.695962784626766,0.695962784626766,179979.72243272583
UKSME-104314,2022-06-10,Professional Services,East of England,7.7,1527508.0,9,0.0786,4.4,3.25,117511.0,12,0,0.0,752,5,1,0.662,92686.0,5.25,4.3,0.6,0.17934189843783796,0.18143801025540898,Stage 3,12,0.18143801025540895,0.18143801025540895,12763.637549688308
UKSME-104315,2024-05-20,Professional Services,London,9.8,831497.0,11,0.0944,2.65,5.38,43203.0,24,1,0.655,600,0,0,0.295,35602.0,5.25,4.3,0.6,0.13529991077953582,0.13688126875763032,Stage 1,12,0.1368812687576303,0.13688126875763032,1648.2173936518366
UKSME-104316,2023-04-01,Transport,North West,16.3,1895475.0,10,0.1304,2.09,6.83,317321.0,36,1,0.625,763,0,0,0.403,294882.0,5.25,4.3,0.6,0.10568126640735508,0.1069164476636141,Stage 1,12,0.10691644766361408,0.1069164476636141,14567.059340581975
UKSME-104317,2022-01-17,Real Estate,East of England,11.8,1545304.0,13,0.0729,6.17,2.31,41778.0,120,0,0.0,805,0,0,0.683,35002.0,5.25,4.3,0.6,0.1791090771455908,0.18120246779501142,Stage 2,60,0.6319705053727582,0.6319705053727582,17321.45751933378
UKSME-104318,2022-06-23,Retail,East Midlands,6.2,6688230.0,82,0.0635,0.2,71.81,77663.0,84,1,0.778,740,0,0,0.282,68296.0,5.25,4.3,0.6,4.185842490975172e-05,0.001,Stage 1,12,0.0010000000000000009,0.001,22.080984648
UKSME-104319,2022-09-09,Healthcare,South West,6.8,401830.0,2,0.1269,2.09,6.85,31549.0,72,0,0.0,719,0,0,0.69,31262.0,5.25,4.3,0.6,0.11318930482971253,0.11451223851973615,Stage 1,12,0.11451223851973613,0.11451223851973615,2831.9906360138084
UKSME-104320,2022-07-17,Wholesale,West Midlands,13.1,1612006.0,11,0.1377,3.89,3.67,283916.0,36,0,0.0,657,0,0,0.853,250981.0,5.25,4.3,0.6,0.19659073111714906,0.19888844380062673,Stage 2,36,0.48586284538656965,0.48586284538656965,118212.06556060544
UKSME-104321,2022-11-05,Real Estate,South East,12.1,2843450.0,16,0.1229,4.65,3.07,33098.0,72,1,0.512,649,0,0,0.241,27568.0,5.25,4.3,0.6,0.1715687087075666,0.1735739690565418,Stage 2,60,0.6145039422406728,0.6145039422406728,4680.810239189005
UKSME-104322,2021-10-12,Transport,South East,4.8,1496118.0,11,0.0603,0.17,86.18,294065.0,72,1,0.647,771,0,0,0.29,220638.0,5.25,4.3,0.6,7.116727144071555e-06,0.001,Stage 1,12,0.0010000000000000009,0.001,73.35882543
UKSME-104323,2023-07-08,Wholesale,Yorkshire,1.6,137293.0,1,0.0451,1.38,6.2,44650.0,60,0,0.0,663,0,0,0.815,38556.0,5.25,4.3,0.6,0.15671393048903076,0.1585455711961794,Stage 2,60,0.578154905797508,0.578154905797508,20828.97287963322
UKSME-104324,2024-05-26,Wholesale,Scotland,6.2,1249396.0,8,0.0689,7.73,1.85,109170.0,60,0,0.0,610,0,0,0.829,101205.0,5.25,4.3,0.6,0.25284971452892985,0.25580497082603687,Stage 2,60,0.7717378917156597,0.7717378917156597,71237.88189373954
UKSME-104325,2021-08-20,Real Estate,Wales,6.6,141438.0,1,0.1307,3.15,4.53,381645.0,36,0,0.0,754,0,0,0.791,319644.0,5.25,4.3,0.6,0.1673263562490079,0.16928203284092386,Stage 2,36,0.4267278933649067,0.4267278933649067,123699.55322751265
